name,id,guid,type,icon,itemLevel,total,abilitiesName,abilitiesTotal,abilitiesType,pullId,pullCode,encounterId,encounterName,encounterDifficulty,wipeCutoff,encounterKill,encounterDate
Grubi,164,180755381,Rogue,Rogue-Subtlety,445,3,Crimson Vial,1,8,19,fVzjtxmbL8DYvhdW,2685,Scalecommander Sarkareth,5,0,False,27/09/23
Lefox,198,175528845,Shaman,Shaman-Restoration,444,1,Astral Shift,1,1,19,fVzjtxmbL8DYvhdW,2685,Scalecommander Sarkareth,5,0,False,27/09/23
Arathil,154,150634218,Warlock,Warlock-Affliction,446,3,Dark Pact,1,1,19,fVzjtxmbL8DYvhdW,2685,Scalecommander Sarkareth,5,0,False,27/09/23
Arathil,154,150634218,Warlock,Warlock-Affliction,446,3,Unending Resolve,1,32,19,fVzjtxmbL8DYvhdW,2685,Scalecommander Sarkareth,5,0,False,27/09/23
Arathil,154,150634218,Warlock,Warlock-Affliction,446,3,Refreshing Healing Potion,1,16,19,fVzjtxmbL8DYvhdW,2685,Scalecommander Sarkareth,5,0,False,27/09/23
Cebulaczyna,163,121577266,Hunter,Hunter-Marksmanship,445,2,Exhilaration,1,1,19,fVzjtxmbL8DYvhdW,2685,Scalecommander Sarkareth,5,0,False,27/09/23
Cebulaczyna,163,121577266,Hunter,Hunter-Marksmanship,445,2,Survival of the Fittest,1,1,19,fVzjtxmbL8DYvhdW,2685,Scalecommander Sarkareth,5,0,False,27/09/23
Bärman,157,181432362,Warrior,Warrior-Fury,444,4,Spell Reflection,2,1,19,fVzjtxmbL8DYvhdW,2685,Scalecommander Sarkareth,5,0,False,27/09/23
Bärman,157,181432362,Warrior,Warrior-Fury,444,4,Impending Victory,1,1,19,fVzjtxmbL8DYvhdW,2685,Scalecommander Sarkareth,5,0,False,27/09/23
Bärman,157,181432362,Warrior,Warrior-Fury,444,4,Enraged Regeneration,1,1,19,fVzjtxmbL8DYvhdW,2685,Scalecommander Sarkareth,5,0,False,27/09/23
Peanutmage,166,180616658,Mage,Mage-Fire,445,3,Mirror Image,1,64,19,fVzjtxmbL8DYvhdW,2685,Scalecommander Sarkareth,5,0,False,27/09/23
Peanutmage,166,180616658,Mage,Mage-Fire,445,3,Healthstone,1,1,19,fVzjtxmbL8DYvhdW,2685,Scalecommander Sarkareth,5,0,False,27/09/23
Peanutmage,166,180616658,Mage,Mage-Fire,445,3,Refreshing Healing Potion,1,16,19,fVzjtxmbL8DYvhdW,2685,Scalecommander Sarkareth,5,0,False,27/09/23
Meeow,194,143983765,Druid,Druid-Feral,447,3,Renewal,1,8,19,fVzjtxmbL8DYvhdW,2685,Scalecommander Sarkareth,5,0,False,27/09/23
Meeow,194,143983765,Druid,Druid-Feral,447,3,Refreshing Healing Potion,1,16,19,fVzjtxmbL8DYvhdW,2685,Scalecommander Sarkareth,5,0,False,27/09/23
Meeow,194,143983765,Druid,Druid-Feral,447,3,Barkskin,1,8,19,fVzjtxmbL8DYvhdW,2685,Scalecommander Sarkareth,5,0,False,27/09/23
Killeen,167,181540927,Evoker,Evoker-Devastation,445,3,Obsidian Scales,2,12,19,fVzjtxmbL8DYvhdW,2685,Scalecommander Sarkareth,5,0,False,27/09/23
Killeen,167,181540927,Evoker,Evoker-Devastation,445,3,Healthstone,1,1,19,fVzjtxmbL8DYvhdW,2685,Scalecommander Sarkareth,5,0,False,27/09/23
Pepko,197,178016999,Paladin,Paladin-Retribution,444,4,Shield of Vengeance,2,2,19,fVzjtxmbL8DYvhdW,2685,Scalecommander Sarkareth,5,0,False,27/09/23
Pepko,197,178016999,Paladin,Paladin-Retribution,444,4,Refreshing Healing Potion,1,16,19,fVzjtxmbL8DYvhdW,2685,Scalecommander Sarkareth,5,0,False,27/09/23
Pepko,197,178016999,Paladin,Paladin-Retribution,444,4,Divine Protection,1,2,19,fVzjtxmbL8DYvhdW,2685,Scalecommander Sarkareth,5,0,False,27/09/23
