name,id,guid,type,icon,total,encounterId,encounterName,encounterDifficulty,encounterKill,encounterDate
Owsianko,107,180528313,DeathKnight,DeathKnight-Unholy,18289932,2685,2685,5,False,28/09/23
Màmbà,76,183169964,Paladin,Paladin-Holy,2151681,2685,2685,5,False,28/09/23
Killeen,69,181540927,Evoker,Evoker-Devastation,14793502,2685,2685,5,False,28/09/23
Cebulaczyna,156,121577266,Hunter,Hunter-Marksmanship,10386390,2685,2685,5,False,28/09/23
Arathil,81,150634218,Warlock,Warlock-Affliction,10211227,2685,2685,5,False,28/09/23
Catherinee,103,180636202,Monk,Monk-Windwalker,9623656,2685,2685,5,False,28/09/23
Lefox,87,175528845,Shaman,Shaman-Restoration,1366668,2685,2685,5,False,28/09/23
Bärman,77,181432362,Warrior,Warrior-Fury,10854236,2685,2685,5,False,28/09/23
Grubi,75,180755381,Rogue,Rogue-Assassination,10529234,2685,2685,5,False,28/09/23
Prohus,78,181500240,Evoker,Evoker-Augmentation,13934831,2685,2685,5,False,28/09/23
Kryxoria,79,182687721,Priest,Priest-Holy,716929,2685,2685,5,False,28/09/23
Peanutmage,114,180616658,Mage,Mage-Fire,11757500,2685,2685,5,False,28/09/23
Klejnotnilu,5,182929355,DeathKnight,DeathKnight-Blood,6429435,2685,2685,5,False,28/09/23
Pazuzell,73,140773839,DemonHunter,DemonHunter-Vengeance,6868698,2685,2685,5,False,28/09/23
Meeow,72,143983765,Druid,Druid-Feral,10531631,2685,2685,5,False,28/09/23
Pazuzell,73,140773839,DemonHunter,DemonHunter-Vengeance,28160068,2685,2685,5,False,28/09/23
Qquo,70,165177271,Priest,Priest-Shadow,42917853,2685,2685,5,False,28/09/23
Peanutmage,114,180616658,Mage,Mage-Fire,44461137,2685,2685,5,False,28/09/23
Shlauffu,88,182304349,Priest,Priest-Shadow,50304394,2685,2685,5,False,28/09/23
Kryxoria,79,182687721,Priest,Priest-Holy,3892492,2685,2685,5,False,28/09/23
Bärman,77,181432362,Warrior,Warrior-Fury,54734764,2685,2685,5,False,28/09/23
Grubi,75,180755381,Rogue,Rogue-Assassination,38091810,2685,2685,5,False,28/09/23
Killeen,69,181540927,Evoker,Evoker-Devastation,51816122,2685,2685,5,False,28/09/23
Catherinee,103,180636202,Monk,Monk-Windwalker,40797455,2685,2685,5,False,28/09/23
Màmbà,76,183169964,Paladin,Paladin-Holy,8510689,2685,2685,5,False,28/09/23
Meeow,72,143983765,Druid,Druid-Feral,45969720,2685,2685,5,False,28/09/23
Pepko,91,178016999,Paladin,Paladin-Retribution,47639675,2685,2685,5,False,28/09/23
Prohus,78,181500240,Evoker,Evoker-Augmentation,53019121,2685,2685,5,False,28/09/23
Nugera,74,181593749,Evoker,Evoker-Augmentation,61922764,2685,2685,5,False,28/09/23
Arathil,81,150634218,Warlock,Warlock-Affliction,48862346,2685,2685,5,False,28/09/23
Lefox,87,175528845,Shaman,Shaman-Restoration,7140178,2685,2685,5,False,28/09/23
Owsianko,107,180528313,DeathKnight,DeathKnight-Unholy,46273600,2685,2685,5,False,28/09/23
Cebulaczyna,156,121577266,Hunter,Hunter-Marksmanship,37503143,2685,2685,5,False,28/09/23
Klejnotnilu,5,182929355,DeathKnight,DeathKnight-Blood,19027974,2685,2685,5,False,28/09/23
Gunqer,86,118902570,Druid,Druid-Restoration,3000291,2685,2685,5,False,28/09/23
Pazuzell,73,140773839,DemonHunter,DemonHunter-Vengeance,11660707,2685,2685,5,False,28/09/23
Qquo,70,165177271,Priest,Priest-Shadow,22318922,2685,2685,5,False,28/09/23
Peanutmage,114,180616658,Mage,Mage-Fire,22276248,2685,2685,5,False,28/09/23
Shlauffu,88,182304349,Priest,Priest-Shadow,24236827,2685,2685,5,False,28/09/23
Bärman,77,181432362,Warrior,Warrior-Fury,24511283,2685,2685,5,False,28/09/23
Kryxoria,79,182687721,Priest,Priest-Holy,2075393,2685,2685,5,False,28/09/23
Grubi,75,180755381,Rogue,Rogue-Assassination,21187045,2685,2685,5,False,28/09/23
Killeen,69,181540927,Evoker,Evoker-Devastation,30599959,2685,2685,5,False,28/09/23
Catherinee,103,180636202,Monk,Monk-Windwalker,22170789,2685,2685,5,False,28/09/23
Meeow,72,143983765,Druid,Druid-Feral,21856381,2685,2685,5,False,28/09/23
Màmbà,76,183169964,Paladin,Paladin-Holy,4238765,2685,2685,5,False,28/09/23
Pepko,91,178016999,Paladin,Paladin-Retribution,22056830,2685,2685,5,False,28/09/23
Prohus,78,181500240,Evoker,Evoker-Augmentation,29563577,2685,2685,5,False,28/09/23
Nugera,74,181593749,Evoker,Evoker-Augmentation,25560996,2685,2685,5,False,28/09/23
Arathil,81,150634218,Warlock,Warlock-Affliction,28798921,2685,2685,5,False,28/09/23
Lefox,87,175528845,Shaman,Shaman-Restoration,4260720,2685,2685,5,False,28/09/23
Owsianko,107,180528313,DeathKnight,DeathKnight-Unholy,25358422,2685,2685,5,False,28/09/23
Klejnotnilu,5,182929355,DeathKnight,DeathKnight-Blood,16894406,2685,2685,5,False,28/09/23
Cebulaczyna,156,121577266,Hunter,Hunter-Marksmanship,11745782,2685,2685,5,False,28/09/23
Gunqer,86,118902570,Druid,Druid-Restoration,2288004,2685,2685,5,False,28/09/23
Nugera,74,181593749,Evoker,Evoker-Augmentation,45248272,2685,2685,5,False,28/09/23
Pepko,91,178016999,Paladin,Paladin-Retribution,46516313,2685,2685,5,False,28/09/23
Shlauffu,88,182304349,Priest,Priest-Shadow,43175149,2685,2685,5,False,28/09/23
Qquo,70,165177271,Priest,Priest-Shadow,46836195,2685,2685,5,False,28/09/23
Gunqer,86,118902570,Druid,Druid-Restoration,3234990,2685,2685,5,False,28/09/23
Owsianko,107,180528313,DeathKnight,DeathKnight-Unholy,50066866,2685,2685,5,False,28/09/23
Cebulaczyna,156,121577266,Hunter,Hunter-Marksmanship,41629024,2685,2685,5,False,28/09/23
Killeen,69,181540927,Evoker,Evoker-Devastation,39610348,2685,2685,5,False,28/09/23
Màmbà,76,183169964,Paladin,Paladin-Holy,5630413,2685,2685,5,False,28/09/23
Arathil,81,150634218,Warlock,Warlock-Affliction,64278216,2685,2685,5,False,28/09/23
Catherinee,103,180636202,Monk,Monk-Windwalker,44416528,2685,2685,5,False,28/09/23
Lefox,87,175528845,Shaman,Shaman-Restoration,7938605,2685,2685,5,False,28/09/23
Bärman,77,181432362,Warrior,Warrior-Fury,54737798,2685,2685,5,False,28/09/23
Prohus,78,181500240,Evoker,Evoker-Augmentation,54065530,2685,2685,5,False,28/09/23
Kryxoria,79,182687721,Priest,Priest-Holy,3046084,2685,2685,5,False,28/09/23
Grubi,75,180755381,Rogue,Rogue-Assassination,40884356,2685,2685,5,False,28/09/23
Peanutmage,114,180616658,Mage,Mage-Fire,43718698,2685,2685,5,False,28/09/23
Klejnotnilu,5,182929355,DeathKnight,DeathKnight-Blood,30471778,2685,2685,5,False,28/09/23
Pazuzell,73,140773839,DemonHunter,DemonHunter-Vengeance,31947328,2685,2685,5,False,28/09/23
Meeow,72,143983765,Druid,Druid-Feral,40844179,2685,2685,5,False,28/09/23
Nugera,74,181593749,Evoker,Evoker-Augmentation,54048231,2685,2685,5,False,28/09/23
Pepko,91,178016999,Paladin,Paladin-Retribution,49510935,2685,2685,5,False,28/09/23
Shlauffu,88,182304349,Priest,Priest-Shadow,44769803,2685,2685,5,False,28/09/23
Qquo,70,165177271,Priest,Priest-Shadow,42071736,2685,2685,5,False,28/09/23
Owsianko,107,180528313,DeathKnight,DeathKnight-Unholy,47331315,2685,2685,5,False,28/09/23
Gunqer,86,118902570,Druid,Druid-Restoration,3483901,2685,2685,5,False,28/09/23
Cebulaczyna,156,121577266,Hunter,Hunter-Marksmanship,37083772,2685,2685,5,False,28/09/23
Killeen,69,181540927,Evoker,Evoker-Devastation,42125412,2685,2685,5,False,28/09/23
Màmbà,76,183169964,Paladin,Paladin-Holy,5908163,2685,2685,5,False,28/09/23
Arathil,81,150634218,Warlock,Warlock-Affliction,53943652,2685,2685,5,False,28/09/23
Catherinee,103,180636202,Monk,Monk-Windwalker,36111861,2685,2685,5,False,28/09/23
Lefox,87,175528845,Shaman,Shaman-Restoration,7349205,2685,2685,5,False,28/09/23
Bärman,77,181432362,Warrior,Warrior-Fury,44238159,2685,2685,5,False,28/09/23
Prohus,78,181500240,Evoker,Evoker-Augmentation,54973158,2685,2685,5,False,28/09/23
Grubi,75,180755381,Rogue,Rogue-Assassination,33457421,2685,2685,5,False,28/09/23
Kryxoria,79,182687721,Priest,Priest-Holy,3457981,2685,2685,5,False,28/09/23
Peanutmage,114,180616658,Mage,Mage-Fire,36968520,2685,2685,5,False,28/09/23
Klejnotnilu,5,182929355,DeathKnight,DeathKnight-Blood,24352939,2685,2685,5,False,28/09/23
Pazuzell,73,140773839,DemonHunter,DemonHunter-Vengeance,28135064,2685,2685,5,False,28/09/23
Meeow,72,143983765,Druid,Druid-Feral,47267123,2685,2685,5,False,28/09/23
Nugera,74,181593749,Evoker,Evoker-Augmentation,50885552,2685,2685,5,False,28/09/23
Pepko,91,178016999,Paladin,Paladin-Retribution,38887353,2685,2685,5,False,28/09/23
Shlauffu,88,182304349,Priest,Priest-Shadow,42396174,2685,2685,5,False,28/09/23
Qquo,70,165177271,Priest,Priest-Shadow,40956908,2685,2685,5,False,28/09/23
Gunqer,86,118902570,Druid,Druid-Restoration,2965497,2685,2685,5,False,28/09/23
Owsianko,107,180528313,DeathKnight,DeathKnight-Unholy,43989640,2685,2685,5,False,28/09/23
Cebulaczyna,156,121577266,Hunter,Hunter-Marksmanship,37448058,2685,2685,5,False,28/09/23
Màmbà,76,183169964,Paladin,Paladin-Holy,6282029,2685,2685,5,False,28/09/23
Killeen,69,181540927,Evoker,Evoker-Devastation,40384081,2685,2685,5,False,28/09/23
Arathil,81,150634218,Warlock,Warlock-Affliction,49658423,2685,2685,5,False,28/09/23
Catherinee,103,180636202,Monk,Monk-Windwalker,36927845,2685,2685,5,False,28/09/23
Lefox,87,175528845,Shaman,Shaman-Restoration,8415735,2685,2685,5,False,28/09/23
Bärman,77,181432362,Warrior,Warrior-Fury,42320122,2685,2685,5,False,28/09/23
Prohus,78,181500240,Evoker,Evoker-Augmentation,48511472,2685,2685,5,False,28/09/23
Grubi,75,180755381,Rogue,Rogue-Subtlety,37371970,2685,2685,5,False,28/09/23
Kryxoria,79,182687721,Priest,Priest-Holy,3055503,2685,2685,5,False,28/09/23
Peanutmage,114,180616658,Mage,Mage-Fire,35404952,2685,2685,5,False,28/09/23
Klejnotnilu,5,182929355,DeathKnight,DeathKnight-Blood,20059282,2685,2685,5,False,28/09/23
Pazuzell,73,140773839,DemonHunter,DemonHunter-Vengeance,23933182,2685,2685,5,False,28/09/23
Meeow,72,143983765,Druid,Druid-Feral,36356719,2685,2685,5,False,28/09/23
Nugera,74,181593749,Evoker,Evoker-Augmentation,58189881,2685,2685,5,False,28/09/23
Pepko,91,178016999,Paladin,Paladin-Retribution,44866757,2685,2685,5,False,28/09/23
Shlauffu,88,182304349,Priest,Priest-Shadow,53022826,2685,2685,5,False,28/09/23
Qquo,70,165177271,Priest,Priest-Shadow,48746630,2685,2685,5,False,28/09/23
Gunqer,86,118902570,Druid,Druid-Restoration,3341079,2685,2685,5,False,28/09/23
Owsianko,107,180528313,DeathKnight,DeathKnight-Unholy,48998282,2685,2685,5,False,28/09/23
Cebulaczyna,156,121577266,Hunter,Hunter-Marksmanship,47024785,2685,2685,5,False,28/09/23
Killeen,69,181540927,Evoker,Evoker-Devastation,54022156,2685,2685,5,False,28/09/23
Màmbà,76,183169964,Paladin,Paladin-Holy,8352994,2685,2685,5,False,28/09/23
Arathil,81,150634218,Warlock,Warlock-Demonology,59198713,2685,2685,5,False,28/09/23
Catherinee,103,180636202,Monk,Monk-Windwalker,46234316,2685,2685,5,False,28/09/23
Lefox,87,175528845,Shaman,Shaman-Restoration,8734562,2685,2685,5,False,28/09/23
Bärman,77,181432362,Warrior,Warrior-Fury,57575648,2685,2685,5,False,28/09/23
Prohus,78,181500240,Evoker,Evoker-Augmentation,48939482,2685,2685,5,False,28/09/23
Grubi,75,180755381,Rogue,Rogue-Subtlety,52071748,2685,2685,5,False,28/09/23
Kryxoria,79,182687721,Priest,Priest-Holy,5329423,2685,2685,5,False,28/09/23
Peanutmage,114,180616658,Mage,Mage-Fire,51600713,2685,2685,5,False,28/09/23
Klejnotnilu,5,182929355,DeathKnight,DeathKnight-Blood,29563878,2685,2685,5,False,28/09/23
Pazuzell,73,140773839,DemonHunter,DemonHunter-Vengeance,31478417,2685,2685,5,False,28/09/23
Meeow,72,143983765,Druid,Druid-Feral,45877212,2685,2685,5,False,28/09/23
Qquo,70,165177271,Priest,Priest-Shadow,1589902,2685,2685,5,False,28/09/23
Owsianko,107,180528313,DeathKnight,DeathKnight-Unholy,49746,2685,2685,5,False,28/09/23
Gunqer,86,118902570,Druid,Druid-Restoration,139900,2685,2685,5,False,28/09/23
Oprychbartek,98,180532497,Rogue,Rogue-Assassination,154544,2685,2685,5,False,28/09/23
Killeen,69,181540927,Evoker,Evoker-Devastation,283061,2685,2685,5,False,28/09/23
Arathil,81,150634218,Warlock,Warlock-Destruction,27381,2685,2685,5,False,28/09/23
Lefox,87,175528845,Shaman,Shaman-Restoration,104640,2685,2685,5,False,28/09/23
Bärman,77,181432362,Warrior,Warrior-Fury,216582,2685,2685,5,False,28/09/23
Prohus,78,181500240,Evoker,Evoker-Augmentation,10202,2685,2685,5,False,28/09/23
Kryxoria,79,182687721,Priest,Priest-Holy,114005,2685,2685,5,False,28/09/23
Grubi,75,180755381,Rogue,Rogue-Subtlety,2028197,2685,2685,5,False,28/09/23
Peanutmage,114,180616658,Mage,Mage-Fire,2673535,2685,2685,5,False,28/09/23
Klejnotnilu,5,182929355,DeathKnight,DeathKnight-Blood,361559,2685,2685,5,False,28/09/23
Pazuzell,73,140773839,DemonHunter,DemonHunter-Vengeance,280706,2685,2685,5,False,28/09/23
Meeow,72,143983765,Druid,Druid-Feral,1492806,2685,2685,5,False,28/09/23
Nugera,74,181593749,Evoker,Evoker-Augmentation,52764823,2685,2685,5,False,28/09/23
Pepko,91,178016999,Paladin,Paladin-Retribution,54941565,2685,2685,5,False,28/09/23
Shlauffu,88,182304349,Priest,Priest-Shadow,44884394,2685,2685,5,False,28/09/23
Qquo,70,165177271,Priest,Priest-Shadow,36042731,2685,2685,5,False,28/09/23
Gunqer,86,118902570,Druid,Druid-Restoration,3458654,2685,2685,5,False,28/09/23
Owsianko,107,180528313,DeathKnight,DeathKnight-Unholy,47884270,2685,2685,5,False,28/09/23
Oprychbartek,98,180532497,Rogue,Rogue-Assassination,42707442,2685,2685,5,False,28/09/23
Màmbà,76,183169964,Paladin,Paladin-Holy,9087451,2685,2685,5,False,28/09/23
Killeen,69,181540927,Evoker,Evoker-Devastation,47110819,2685,2685,5,False,28/09/23
Arathil,81,150634218,Warlock,Warlock-Affliction,54702157,2685,2685,5,False,28/09/23
Catherinee,103,180636202,Monk,Monk-Windwalker,38890618,2685,2685,5,False,28/09/23
Lefox,87,175528845,Shaman,Shaman-Restoration,8278481,2685,2685,5,False,28/09/23
Bärman,77,181432362,Warrior,Warrior-Fury,60185722,2685,2685,5,False,28/09/23
Prohus,78,181500240,Evoker,Evoker-Augmentation,39432883,2685,2685,5,False,28/09/23
Grubi,75,180755381,Rogue,Rogue-Subtlety,55433636,2685,2685,5,False,28/09/23
Kryxoria,79,182687721,Priest,Priest-Holy,3548361,2685,2685,5,False,28/09/23
Peanutmage,114,180616658,Mage,Mage-Fire,36520031,2685,2685,5,False,28/09/23
Klejnotnilu,5,182929355,DeathKnight,DeathKnight-Blood,31472603,2685,2685,5,False,28/09/23
Pazuzell,73,140773839,DemonHunter,DemonHunter-Vengeance,25929171,2685,2685,5,False,28/09/23
Meeow,72,143983765,Druid,Druid-Feral,55235665,2685,2685,5,False,28/09/23
Nugera,74,181593749,Evoker,Evoker-Augmentation,29305470,2685,2685,5,False,28/09/23
