name,id,guid,type,icon,deathTime,abilityName,abilityGuid,abilityType,pullId,pullCode,encounterId,encounterName,encounterDifficulty,wipeCutoff,encounterKill,encounterDate
Bärman,77,181432362,Warrior,Warrior-Fury,284524,Void Blast,408457,32,22,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
Prohus,78,181500240,Evoker,Evoker-Augmentation,284524,Void Blast,408457,32,22,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
Killeen,69,181540927,Evoker,Evoker-Devastation,284524,Void Blast,408457,32,22,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
Shlauffu,88,182304349,Priest,Priest-Shadow,284524,Void Blast,408457,32,22,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
Màmbà,76,183169964,Paladin,Paladin-Holy,284524,Void Blast,408457,32,22,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
Pepko,91,178016999,Paladin,Paladin-Retribution,312377,Cosmic Ascension,403771,32,23,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
Pazuzell,73,140773839,DemonHunter,DemonHunter-Vengeance,316755,Void Slash,408425,1,23,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
Prohus,78,181500240,Evoker,Evoker-Augmentation,344161,Destabilize,413070,1,23,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
Catherinee,103,180636202,Monk,Monk-Windwalker,5906,Scorching Bomb,401621,4,4,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
Pepko,91,178016999,Paladin,Paladin-Retribution,6893,Scorching Bomb,401621,4,4,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
Owsianko,107,180528313,DeathKnight,DeathKnight-Unholy,7412,Scorching Bomb,401621,4,4,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
Killeen,69,181540927,Evoker,Evoker-Devastation,7412,Scorching Bomb,401621,4,4,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
Prohus,78,181500240,Evoker,Evoker-Augmentation,109970,Dazzled,403202,64,5,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
Grubi,75,180755381,Rogue,Rogue-Subtlety,241140,,,,5,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
Kryxoria,79,182687721,Priest,Priest-Holy,270620,,,,5,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
Cebulaczyna,156,121577266,Hunter,Hunter-Marksmanship,22814,Drifting Embers,402746,4,6,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
Bärman,77,181432362,Warrior,Warrior-Fury,128424,Melee,1,1,6,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
Qquo,70,165177271,Priest,Priest-Shadow,130913,Lost In Space,404008,32,6,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
Gunqer,86,118902570,Druid,Druid-Restoration,75898,Drifting Embers,402746,4,7,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
Cebulaczyna,156,121577266,Hunter,Hunter-Marksmanship,91506,Echoing Howl,410247,32,7,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
Lefox,87,175528845,Shaman,Shaman-Restoration,243053,,,,7,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
Màmbà,76,183169964,Paladin,Paladin-Holy,21798,Drifting Embers,402746,4,8,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
Arathil,81,150634218,Warlock,Warlock-Affliction,51189,Drifting Embers,402746,4,8,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
Lefox,87,175528845,Shaman,Shaman-Restoration,60113,,,,8,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
Killeen,219,181540927,Evoker,Evoker-Devastation,48590,Scorching Bomb,401621,4,13,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Shlauffu,212,182304349,Priest,Priest-Shadow,50743,Scorching Detonation,401525,4,13,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Pepko,218,178016999,Paladin,Paladin-Retribution,52727,Drifting Embers,402746,4,13,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Cebulaczyna,207,121577266,Hunter,Hunter-Marksmanship,69049,Scorching Bomb,401621,4,14,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Nugera,243,181593749,Evoker,Evoker-Augmentation,73808,Disintegrated,401801,64,14,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Wajpcieto,251,162459010,Shaman,Shaman-Enhancement,75060,Scorching Detonation,401525,4,14,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Prohus,221,181500240,Evoker,Evoker-Preservation,156627,,,,17,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Nugera,243,181593749,Evoker,Evoker-Augmentation,158691,,,,17,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Cebulaczyna,207,121577266,Hunter,Hunter-Marksmanship,159234,Dread,404300,32,17,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Kryxoria,214,182687721,Priest,Priest-Holy,43561,Mass Disintegrate,402600,64,18,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Lefox,216,175528845,Shaman,Shaman-Restoration,48738,Scorching Detonation,401525,4,18,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Killeen,219,181540927,Evoker,Evoker-Devastation,50561,Echoing Howl,410247,32,18,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Prohus,221,181500240,Evoker,Evoker-Preservation,6019,Scorching Bomb,401621,4,19,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Killeen,219,181540927,Evoker,Evoker-Devastation,49043,Searing Breath,402051,4,19,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Meeow,215,143983765,Druid,Druid-Feral,75268,Seared,402053,4,19,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Shlauffu,212,182304349,Priest,Priest-Shadow,18536,,,,20,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Cebulaczyna,207,121577266,Hunter,Hunter-Marksmanship,43036,Searing Breath,402051,4,20,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Kryxoria,214,182687721,Priest,Priest-Holy,129593,End Existence,410611,32,20,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Qquo,211,165177271,Priest,Priest-Shadow,204807,Oblivion,401952,32,21,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Wajpcieto,251,162459010,Shaman,Shaman-Enhancement,206062,Destabilize,413070,1,21,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Meeow,215,143983765,Druid,Druid-Feral,215729,Empty Strike,404769,1,21,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Màmbà,217,183169964,Paladin,Paladin-Holy,42128,Searing Breath,402051,4,22,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Killeen,219,181540927,Evoker,Evoker-Devastation,50707,,,,22,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Pazuzell,4,140773839,DemonHunter,DemonHunter-Vengeance,50926,,,,22,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Koozkie,294,154435992,Mage,Mage-Frost,53449,Drifting Embers,402746,4,23,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Kryxoria,214,182687721,Priest,Priest-Holy,65295,Seared,402053,4,23,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Catherinee,228,180636202,Monk,Monk-Windwalker,91522,Echoing Howl,410247,32,23,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Koozkie,294,154435992,Mage,Mage-Frost,129478,,,,24,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Koozkie,294,154435992,Mage,Mage-Frost,238792,Destabilize,413070,1,24,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,239606,Oblivion,401952,32,24,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Owsianko,213,180528313,DeathKnight,DeathKnight-Blood,103055,Dazzled,403202,64,25,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Meeow,215,143983765,Druid,Druid-Feral,200982,,,,25,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Màmbà,217,183169964,Paladin,Paladin-Holy,201043,,,,25,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Cebulaczyna,207,121577266,Hunter,Hunter-Marksmanship,94017,Drifting Embers,402746,4,26,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Killeen,219,181540927,Evoker,Evoker-Devastation,238784,Destabilize,413070,1,26,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Pepko,218,178016999,Paladin,Paladin-Retribution,239044,Oblivion,401952,32,26,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Killeen,219,181540927,Evoker,Evoker-Devastation,6388,Glittering Surge,401819,64,27,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Màmbà,217,183169964,Paladin,Paladin-Holy,73095,Drifting Embers,402746,4,27,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Shlauffu,212,182304349,Priest,Priest-Shadow,73534,Echoing Howl,410247,32,27,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,222959,Destabilize,413070,1,29,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Wajpcieto,251,162459010,Shaman,Shaman-Enhancement,225007,Void Surge,404154,32,29,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Pepko,218,178016999,Paladin,Paladin-Retribution,225019,Void Surge,404154,32,29,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Bärman,301,181432362,Warrior,Warrior-Fury,225019,Void Surge,404154,32,29,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Shlauffu,212,182304349,Priest,Priest-Shadow,71042,Scorching Bomb,401621,4,30,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Shlauffu,212,182304349,Priest,Priest-Shadow,198281,Oblivion,401952,32,30,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,234486,,,,30,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Shlauffu,212,182304349,Priest,Priest-Shadow,51804,Scorching Detonation,401525,4,31,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Nugera,243,181593749,Evoker,Evoker-Augmentation,69682,,,,31,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Pazuzell,4,140773839,DemonHunter,DemonHunter-Vengeance,70597,,,,31,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Gunqer,302,118902570,Druid,Druid-Restoration,130974,Lost In Space,404008,32,33,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Qquo,211,165177271,Priest,Priest-Shadow,234650,,,,33,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Catherinee,228,180636202,Monk,Monk-Windwalker,240350,Oblivion,401952,32,33,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Killeen,219,181540927,Evoker,Evoker-Devastation,239742,Destabilize,413070,1,34,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Nugera,243,181593749,Evoker,Evoker-Augmentation,240762,Destabilize,413070,1,34,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Pazuzell,4,140773839,DemonHunter,DemonHunter-Vengeance,251801,,,,34,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Shlauffu,212,182304349,Priest,Priest-Shadow,53115,Overwhelming Rage,374037,16,35,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Wajpcieto,251,162459010,Shaman,Shaman-Enhancement,182553,Melee,1,1,35,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Cebulaczyna,207,121577266,Hunter,Hunter-Marksmanship,226584,Dread,404300,32,35,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Pazuzell,4,140773839,DemonHunter,DemonHunter-Vengeance,102013,Dazzled,403202,64,36,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,223386,Abyssal Breath,404499,32,36,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Màmbà,217,183169964,Paladin,Paladin-Holy,225379,Cosmic Volley,411302,32,36,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Pazuzell,4,140773839,DemonHunter,DemonHunter-Vengeance,101146,Glittering Surge,401819,64,37,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Grubi,210,180755381,Rogue,Rogue-Assassination,220022,Blasting Scream,404754,64,37,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Meeow,215,143983765,Druid,Druid-Feral,220102,Blasting Scream,404754,64,37,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Wajpcieto,251,162459010,Shaman,Shaman-Enhancement,220102,Blasting Scream,404754,64,37,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Catherinee,228,180636202,Monk,Monk-Windwalker,220102,Blasting Scream,404754,64,37,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Gunqer,302,118902570,Druid,Druid-Restoration,34600,Scorching Bomb,401621,4,38,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Pepko,218,178016999,Paladin,Paladin-Retribution,51310,Seared,402053,4,38,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Meeow,215,143983765,Druid,Druid-Feral,51668,Scorching Detonation,401525,4,38,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Cebulaczyna,207,121577266,Hunter,Hunter-Marksmanship,42118,Searing Breath,402051,4,39,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,200123,,,,39,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Wajpcieto,251,162459010,Shaman,Shaman-Enhancement,232101,Blasting Scream,404754,64,39,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Catherinee,228,180636202,Monk,Monk-Windwalker,232101,Blasting Scream,404754,64,39,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Wajpcieto,251,162459010,Shaman,Shaman-Enhancement,22650,Drifting Embers,402746,4,40,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Gunqer,302,118902570,Druid,Druid-Restoration,165474,,,,40,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Qquo,211,165177271,Priest,Priest-Shadow,165474,,,,40,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Catherinee,228,180636202,Monk,Monk-Windwalker,51625,Scorching Detonation,401525,4,41,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Nugera,243,181593749,Evoker,Evoker-Augmentation,114959,,,,41,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Shlauffu,212,182304349,Priest,Priest-Shadow,203583,Void Bomb,404062,32,41,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,90966,Drifting Embers,402746,4,42,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Pepko,218,178016999,Paladin,Paladin-Retribution,99040,Dazzled,403202,64,42,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Pepko,218,178016999,Paladin,Paladin-Retribution,128004,,,,42,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,3,False,13/09/23
Prohus,17,181500240,Evoker,Evoker-Augmentation,95213,Glittering Surge,401819,64,1,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,3,False,01/10/23
Pazuzell,1,140773839,DemonHunter,DemonHunter-Vengeance,225989,Melee,1,1,1,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,3,False,01/10/23
Klejnotnilu,16,182929355,DeathKnight,DeathKnight-Blood,229439,,,,1,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,3,False,01/10/23
Gunqer,15,118902570,Druid,Druid-Restoration,241835,,,,2,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,3,False,01/10/23
Meeow,20,143983765,Druid,Druid-Feral,308079,Dread,404300,32,2,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,3,False,01/10/23
Pazuzell,1,140773839,DemonHunter,DemonHunter-Vengeance,316954,Void Slash,408425,1,2,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,3,False,01/10/23
Arathil,18,150634218,Warlock,Warlock-Affliction,239600,Destabilize,413070,1,3,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,3,False,01/10/23
Màmbà,7,183169964,Paladin,Paladin-Holy,255521,Cosmic Ascension,403771,32,3,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,3,False,01/10/23
Catherinee,6,180636202,Monk,Monk-Windwalker,273177,Void Bomb,404062,32,3,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,3,False,01/10/23
Shlauffu,12,182304349,Priest,Priest-Shadow,36030,Scorching Bomb,401621,4,5,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,3,False,01/10/23
Pazuzell,1,140773839,DemonHunter,DemonHunter-Vengeance,223057,Melee,1,1,5,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,3,False,01/10/23
Killeen,11,181540927,Evoker,Evoker-Devastation,225008,Melee,1,1,5,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,3,False,01/10/23
Cebulaczyna,10,121577266,Hunter,Hunter-Marksmanship,75255,Scorching Detonation,401525,4,6,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,3,False,01/10/23
Owsianko,13,180528313,DeathKnight,DeathKnight-Unholy,131097,Lost In Space,404008,32,6,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,3,False,01/10/23
