name,id,guid,type,icon,itemLevel,total,abilitiesName,abilitiesTotal,abilitiesType,pullId,pullCode,encounterId,encounterName,encounterDifficulty,wipeCutoff,encounterKill,encounterDate
Peanutmage,114,180616658,Mage,Mage-Fire,445,7,Greater Invisibility,2,64,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Peanutmage,114,180616658,Mage,Mage-Fire,445,7,Alter Time,2,64,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Peanutmage,114,180616658,Mage,Mage-Fire,445,7,Mirror Image,1,64,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Peanutmage,114,180616658,Mage,Mage-Fire,445,7,Healthstone,1,1,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Peanutmage,114,180616658,Mage,Mage-Fire,445,7,Refreshing Healing Potion,1,16,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Gunqer,86,118902570,Druid,Druid-Restoration,446,5,Barkskin,3,8,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Gunqer,86,118902570,Druid,Druid-Restoration,446,5,Renewal,1,8,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Gunqer,86,118902570,Druid,Druid-Restoration,446,5,Healthstone,1,1,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Nugera,74,181593749,Evoker,Evoker-Augmentation,445,5,Obsidian Scales,2,12,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Nugera,74,181593749,Evoker,Evoker-Augmentation,445,5,Renewing Blaze,2,4,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Nugera,74,181593749,Evoker,Evoker-Augmentation,445,5,Refreshing Healing Potion,1,16,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Prohus,78,181500240,Evoker,Evoker-Augmentation,445,4,Obsidian Scales,2,12,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Prohus,78,181500240,Evoker,Evoker-Augmentation,445,4,Renewing Blaze,2,4,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Lefox,87,175528845,Shaman,Shaman-Restoration,444,9,Earth Shield,5,8,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Lefox,87,175528845,Shaman,Shaman-Restoration,444,9,Astral Shift,2,1,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Lefox,87,175528845,Shaman,Shaman-Restoration,444,9,Healthstone,1,1,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Lefox,87,175528845,Shaman,Shaman-Restoration,444,9,Refreshing Healing Potion,1,16,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Grubi,75,180755381,Rogue,Rogue-Subtlety,445,8,Crimson Vial,5,8,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Grubi,75,180755381,Rogue,Rogue-Subtlety,445,8,Feint,2,1,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Grubi,75,180755381,Rogue,Rogue-Subtlety,445,8,Cloak of Shadows,1,1,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Qquo,70,165177271,Priest,Priest-Shadow,445,8,Fade,4,32,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Qquo,70,165177271,Priest,Priest-Shadow,445,8,Desperate Prayer,2,2,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Qquo,70,165177271,Priest,Priest-Shadow,445,8,Healthstone,1,1,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Qquo,70,165177271,Priest,Priest-Shadow,445,8,Refreshing Healing Potion,1,16,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Arathil,81,150634218,Warlock,Warlock-Affliction,446,5,Dark Pact,2,1,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Arathil,81,150634218,Warlock,Warlock-Affliction,446,5,Unending Resolve,1,32,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Arathil,81,150634218,Warlock,Warlock-Affliction,446,5,Healthstone,1,1,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Arathil,81,150634218,Warlock,Warlock-Affliction,446,5,Refreshing Healing Potion,1,16,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Catherinee,103,180636202,Monk,Monk-Windwalker,444,5,Touch of Karma,2,1,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Catherinee,103,180636202,Monk,Monk-Windwalker,444,5,Dampen Harm,1,1,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Catherinee,103,180636202,Monk,Monk-Windwalker,444,5,Diffuse Magic,1,8,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Catherinee,103,180636202,Monk,Monk-Windwalker,444,5,Refreshing Healing Potion,1,16,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Màmbà,76,183169964,Paladin,Paladin-Holy,446,3,Divine Shield,1,2,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Màmbà,76,183169964,Paladin,Paladin-Holy,446,3,Divine Protection,1,2,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Màmbà,76,183169964,Paladin,Paladin-Holy,446,3,Blessing of Protection,1,2,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Killeen,69,181540927,Evoker,Evoker-Devastation,445,4,Obsidian Scales,2,12,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Killeen,69,181540927,Evoker,Evoker-Devastation,445,4,Renewing Blaze,1,4,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Killeen,69,181540927,Evoker,Evoker-Devastation,445,4,Healthstone,1,1,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Lefox,87,175528845,Shaman,Shaman-Restoration,444,1,Astral Shift,1,1,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Owsianko,107,180528313,DeathKnight,DeathKnight-Unholy,445,6,Anti-Magic Shell,2,32,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Owsianko,107,180528313,DeathKnight,DeathKnight-Unholy,445,6,Icebound Fortitude,1,1,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Owsianko,107,180528313,DeathKnight,DeathKnight-Unholy,445,6,Lichborne,1,32,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Owsianko,107,180528313,DeathKnight,DeathKnight-Unholy,445,6,Healthstone,1,1,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Owsianko,107,180528313,DeathKnight,DeathKnight-Unholy,445,6,Refreshing Healing Potion,1,16,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Bärman,77,181432362,Warrior,Warrior-Fury,444,6,Spell Reflection,3,1,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Bärman,77,181432362,Warrior,Warrior-Fury,444,6,Impending Victory,1,1,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Bärman,77,181432362,Warrior,Warrior-Fury,444,6,Enraged Regeneration,1,1,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Bärman,77,181432362,Warrior,Warrior-Fury,444,6,Healthstone,1,1,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Grubi,75,180755381,Rogue,Rogue-Subtlety,445,2,Feint,1,1,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Grubi,75,180755381,Rogue,Rogue-Subtlety,445,2,Refreshing Healing Potion,1,16,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Peanutmage,114,180616658,Mage,Mage-Fire,445,4,Blazing Barrier,1,4,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Peanutmage,114,180616658,Mage,Mage-Fire,445,4,Greater Invisibility,1,64,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Peanutmage,114,180616658,Mage,Mage-Fire,445,4,Mirror Image,1,64,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Peanutmage,114,180616658,Mage,Mage-Fire,445,4,Refreshing Healing Potion,1,16,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Shlauffu,88,182304349,Priest,Priest-Shadow,446,4,Fade,3,32,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Shlauffu,88,182304349,Priest,Priest-Shadow,446,4,Refreshing Healing Potion,1,16,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Meeow,72,143983765,Druid,Druid-Feral,447,4,Barkskin,2,8,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Meeow,72,143983765,Druid,Druid-Feral,447,4,Renewal,1,8,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Meeow,72,143983765,Druid,Druid-Feral,447,4,Refreshing Healing Potion,1,16,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Qquo,70,165177271,Priest,Priest-Shadow,445,4,Dispersion,1,32,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Qquo,70,165177271,Priest,Priest-Shadow,445,4,Fade,1,32,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Qquo,70,165177271,Priest,Priest-Shadow,445,4,Desperate Prayer,1,2,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Qquo,70,165177271,Priest,Priest-Shadow,445,4,Refreshing Healing Potion,1,16,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Gunqer,86,118902570,Druid,Druid-Restoration,446,1,Barkskin,1,8,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Catherinee,103,180636202,Monk,Monk-Windwalker,444,2,Touch of Karma,1,1,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Catherinee,103,180636202,Monk,Monk-Windwalker,444,2,Diffuse Magic,1,8,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Màmbà,76,183169964,Paladin,Paladin-Holy,446,4,Divine Protection,2,2,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Màmbà,76,183169964,Paladin,Paladin-Holy,446,4,Lay on Hands,1,2,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Màmbà,76,183169964,Paladin,Paladin-Holy,446,4,Refreshing Healing Potion,1,16,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Prohus,78,181500240,Evoker,Evoker-Augmentation,445,2,Renewing Blaze,1,4,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Prohus,78,181500240,Evoker,Evoker-Augmentation,445,2,Obsidian Scales,1,12,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Kryxoria,79,182687721,Priest,Priest-Holy,445,3,Desperate Prayer,2,2,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Kryxoria,79,182687721,Priest,Priest-Holy,445,3,Fade,1,32,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Cebulaczyna,156,121577266,Hunter,Hunter-Marksmanship,445,3,Survival of the Fittest,1,1,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Cebulaczyna,156,121577266,Hunter,Hunter-Marksmanship,445,3,Exhilaration,1,1,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Cebulaczyna,156,121577266,Hunter,Hunter-Marksmanship,445,3,Refreshing Healing Potion,1,16,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Nugera,74,181593749,Evoker,Evoker-Augmentation,445,3,Renewing Blaze,1,4,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Nugera,74,181593749,Evoker,Evoker-Augmentation,445,3,Obsidian Scales,1,12,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Nugera,74,181593749,Evoker,Evoker-Augmentation,445,3,Refreshing Healing Potion,1,16,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Pepko,91,178016999,Paladin,Paladin-Retribution,444,2,Shield of Vengeance,1,2,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Pepko,91,178016999,Paladin,Paladin-Retribution,444,2,Divine Protection,1,2,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Arathil,81,150634218,Warlock,Warlock-Affliction,446,4,Dark Pact,1,1,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Arathil,81,150634218,Warlock,Warlock-Affliction,446,4,Drain Life,1,32,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Arathil,81,150634218,Warlock,Warlock-Affliction,446,4,Unending Resolve,1,32,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Arathil,81,150634218,Warlock,Warlock-Affliction,446,4,Refreshing Healing Potion,1,16,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Killeen,69,181540927,Evoker,Evoker-Devastation,445,8,Renewing Blaze,3,4,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Killeen,69,181540927,Evoker,Evoker-Devastation,445,8,Obsidian Scales,3,12,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Killeen,69,181540927,Evoker,Evoker-Devastation,445,8,Healthstone,1,1,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Killeen,69,181540927,Evoker,Evoker-Devastation,445,8,Refreshing Healing Potion,1,16,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Lefox,87,175528845,Shaman,Shaman-Restoration,444,17,Earth Shield,11,8,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Lefox,87,175528845,Shaman,Shaman-Restoration,444,17,Astral Shift,3,1,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Lefox,87,175528845,Shaman,Shaman-Restoration,444,17,Healthstone,2,1,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Lefox,87,175528845,Shaman,Shaman-Restoration,444,17,Refreshing Healing Potion,1,16,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Owsianko,107,180528313,DeathKnight,DeathKnight-Unholy,445,6,Anti-Magic Shell,3,32,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Owsianko,107,180528313,DeathKnight,DeathKnight-Unholy,445,6,Icebound Fortitude,1,1,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Owsianko,107,180528313,DeathKnight,DeathKnight-Unholy,445,6,Lichborne,1,32,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Owsianko,107,180528313,DeathKnight,DeathKnight-Unholy,445,6,Refreshing Healing Potion,1,16,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Bärman,77,181432362,Warrior,Warrior-Fury,444,12,Spell Reflection,6,1,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Bärman,77,181432362,Warrior,Warrior-Fury,444,12,Impending Victory,2,1,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Bärman,77,181432362,Warrior,Warrior-Fury,444,12,Enraged Regeneration,2,1,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Bärman,77,181432362,Warrior,Warrior-Fury,444,12,Healthstone,1,1,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Bärman,77,181432362,Warrior,Warrior-Fury,444,12,Refreshing Healing Potion,1,16,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Grubi,75,180755381,Rogue,Rogue-Subtlety,445,17,Crimson Vial,8,8,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Grubi,75,180755381,Rogue,Rogue-Subtlety,445,17,Feint,5,1,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Grubi,75,180755381,Rogue,Rogue-Subtlety,445,17,Refreshing Healing Potion,2,16,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Grubi,75,180755381,Rogue,Rogue-Subtlety,445,17,Cloak of Shadows,1,1,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Grubi,75,180755381,Rogue,Rogue-Subtlety,445,17,Healthstone,1,1,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Peanutmage,114,180616658,Mage,Mage-Fire,445,11,Blazing Barrier,3,4,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Peanutmage,114,180616658,Mage,Mage-Fire,445,11,Mirror Image,3,64,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Peanutmage,114,180616658,Mage,Mage-Fire,445,11,Greater Invisibility,2,64,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Peanutmage,114,180616658,Mage,Mage-Fire,445,11,Alter Time,1,64,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Peanutmage,114,180616658,Mage,Mage-Fire,445,11,Healthstone,1,1,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Shlauffu,88,182304349,Priest,Priest-Shadow,446,19,Fade,12,32,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Shlauffu,88,182304349,Priest,Priest-Shadow,446,19,Desperate Prayer,4,2,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Shlauffu,88,182304349,Priest,Priest-Shadow,446,19,Refreshing Healing Potion,2,16,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Shlauffu,88,182304349,Priest,Priest-Shadow,446,19,Healthstone,1,1,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Meeow,72,143983765,Druid,Druid-Feral,447,11,Barkskin,5,8,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Meeow,72,143983765,Druid,Druid-Feral,447,11,Renewal,3,8,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Meeow,72,143983765,Druid,Druid-Feral,447,11,Survival Instincts,1,1,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Meeow,72,143983765,Druid,Druid-Feral,447,11,Healthstone,1,1,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Meeow,72,143983765,Druid,Druid-Feral,447,11,Refreshing Healing Potion,1,16,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Qquo,70,165177271,Priest,Priest-Shadow,445,15,Fade,7,32,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
Qquo,70,165177271,Priest,Priest-Shadow,445,15,Desperate Prayer,4,2,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,0,False,28/09/23
