timestamp,type,targetName,targetId,targetGuid,targetIcon,abilityGameId,buffs,hitType,amount,mitigated,unmitigatedAmount,absorbed,targetMarker,pullId,pullCode,encounterId,encounterName,encounterDifficulty,wipeCutoff,encounterKill,encounterDate
7638787,applydebuffstack,Qquo,211,165177271,Priest-Shadow,402051,,,,,,,,13,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
8431428,applydebuffstack,Owsianko,213,180528313,DeathKnight-Blood,402051,,,,,,,,17,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
8442886,applydebuffstack,Lorellion,244,182995854,Paladin-Holy,402051,,,,,,,,17,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
8765584,applydebuffstack,Owsianko,213,180528313,DeathKnight-Blood,402051,,,,,,,,18,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
8795041,applydebuffstack,Owsianko,213,180528313,DeathKnight-Blood,402051,,,,,,,,18,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
8796056,applydebuffstack,Owsianko,213,180528313,DeathKnight-Blood,402051,,,,,,,,18,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
8929017,applydebuffstack,Qquo,211,165177271,Priest-Shadow,402051,,,,,,,,19,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
8929017,applydebuffstack,Pepko,218,178016999,Paladin-Retribution,402051,,,,,,,,19,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
9281898,applydebuffstack,Catherinee,228,180636202,Monk-Windwalker,402051,,,,,,,,20,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
9281898,applydebuffstack,Wajpcieto,251,162459010,Shaman-Enhancement,402051,,,,,,,,20,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
9281898,applydebuffstack,Cebulaczyna,207,121577266,Hunter-Marksmanship,402051,,,,,,,6,20,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
9963175,applydebuffstack,Màmbà,217,183169964,Paladin-Holy,402051,,,,,,,,22,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
9973740,applydebuffstack,Màmbà,217,183169964,Paladin-Holy,402051,,,,,,,,22,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
9974771,applydebuffstack,Meeow,215,143983765,Druid-Feral,402051,,,,,,,,22,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
10224939,applydebuffstack,Koozkie,294,154435992,Mage-Frost,402051,,,,,,,,23,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
10224939,applydebuffstack,Shlauffu,212,182304349,Priest-Shadow,402051,,,,,,,,23,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
10420147,applydebuffstack,Lefox,216,175528845,Shaman-Restoration,402051,,,,,,,,24,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
10432618,applydebuffstack,Koozkie,294,154435992,Mage-Frost,402051,,,,,,,,24,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
10925162,applydebuffstack,Kryxoria,214,182687721,Priest-Holy,402051,,,,,,,,25,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
11272594,applydebuffstack,Qquo,211,165177271,Priest-Shadow,402051,,,,,,,,26,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
11272594,applydebuffstack,Owsianko,213,180528313,DeathKnight-Blood,402051,,,,,,,7,26,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
11721838,applydebuffstack,Killeen,219,181540927,Evoker-Devastation,402051,,,,,,,,27,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
12876383,applydebuffstack,Catherinee,228,180636202,Monk-Windwalker,402051,,,,,,,,29,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
13717292,applydebuffstack,Pazuzell,4,140773839,DemonHunter-Vengeance,402051,,,,,,,,31,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
13747735,applydebuffstack,Cebulaczyna,207,121577266,Hunter-Marksmanship,402051,,,,,,,6,31,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
13747735,applydebuffstack,Kryxoria,214,182687721,Priest-Holy,402051,,,,,,,,31,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
13747735,applydebuffstack,Lefox,216,175528845,Shaman-Restoration,402051,,,,,,,,31,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
13747735,applydebuffstack,Prohus,221,181500240,Evoker-Augmentation,402051,,,,,,,,31,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
13959959,applydebuffstack,Lefox,216,175528845,Shaman-Restoration,402051,,,,,,,,33,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
13959959,applydebuffstack,Màmbà,217,183169964,Paladin-Holy,402051,,,,,,,,33,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
14358387,applydebuffstack,Pazuzell,4,140773839,DemonHunter-Vengeance,402051,,,,,,,,34,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
15067569,applydebuffstack,Pazuzell,4,140773839,DemonHunter-Vengeance,402051,,,,,,,,36,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
15389423,applydebuffstack,Qquo,211,165177271,Priest-Shadow,402051,,,,,,,,37,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
15702371,applydebuffstack,Lefox,216,175528845,Shaman-Restoration,402051,,,,,,,,38,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
15714866,applydebuffstack,Wajpcieto,251,162459010,Shaman-Enhancement,402051,,,,,,,,38,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
15732859,applydebuffstack,Owsianko,213,180528313,DeathKnight-Blood,402051,,,,,,,,38,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
15733875,applydebuffstack,Owsianko,213,180528313,DeathKnight-Blood,402051,,,,,,,,38,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
15901260,applydebuffstack,Cebulaczyna,207,121577266,Hunter-Marksmanship,402051,,,,,,,6,39,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
15901260,applydebuffstack,Wajpcieto,251,162459010,Shaman-Enhancement,402051,,,,,,,,39,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
16256616,applydebuffstack,Lefox,216,175528845,Shaman-Restoration,402051,,,,,,,,40,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
16256616,applydebuffstack,Màmbà,217,183169964,Paladin-Holy,402051,,,,,,,,40,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
16256616,applydebuffstack,Pazuzell,4,140773839,DemonHunter-Vengeance,402051,,,,,,,,40,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
16256616,applydebuffstack,Owsianko,213,180528313,DeathKnight-Blood,402051,,,,,,,,40,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
16269110,applydebuffstack,Meeow,215,143983765,Druid-Feral,402051,,,,,,,,40,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
17043865,applydebuffstack,Bärman,301,181432362,Warrior-Fury,402051,,,,,,,,42,7h1LjD63q9AQWfcw,2685,Scalecommander Sarkareth,5,0,False,13/09/23
533853,applydebuffstack,Qquo,3,165177271,Priest-Shadow,402051,,,,,,,,1,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,0,False,01/10/23
533853,applydebuffstack,Shlauffu,12,182304349,Priest-Shadow,402051,,,,,,,,1,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,0,False,01/10/23
864232,applydebuffstack,Klejnotnilu,16,182929355,DeathKnight-Blood,402051,,,,,,,,2,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,0,False,01/10/23
1344477,applydebuffstack,Killeen,11,181540927,Evoker-Devastation,402051,,,,,,,,3,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,0,False,01/10/23
1344477,applydebuffstack,Cebulaczyna,10,121577266,Hunter-Marksmanship,402051,,,,,,,6,3,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,0,False,01/10/23
1344477,applydebuffstack,Meeow,20,143983765,Druid-Feral,402051,,,,,,,,3,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,0,False,01/10/23
1713180,applydebuffstack,Prohus,17,181500240,Evoker-Augmentation,402051,,,,,,,,5,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,0,False,01/10/23
1713180,applydebuffstack,Kryxoria,19,182687721,Priest-Holy,402051,,,,,,,,5,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,0,False,01/10/23
1713180,applydebuffstack,Klejnotnilu,16,182929355,DeathKnight-Blood,402051,,,,,,,,5,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,0,False,01/10/23
2060516,applydebuffstack,Kryxoria,19,182687721,Priest-Holy,402051,,,,,,,,6,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,0,False,01/10/23
2060516,applydebuffstack,Prohus,17,181500240,Evoker-Augmentation,402051,,,,,,,,6,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,0,False,01/10/23
2073037,applydebuffstack,Arathil,18,150634218,Warlock-Affliction,402051,,,,,,,,6,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,0,False,01/10/23
2073037,applydebuffstack,Shlauffu,12,182304349,Priest-Shadow,402051,,,,,,,,6,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,0,False,01/10/23
2073037,applydebuffstack,Pepko,14,178016999,Paladin-Retribution,402051,,,,,,,,6,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,0,False,01/10/23
2553555,applydebuffstack,Pepko,14,178016999,Paladin-Retribution,402051,,,,,,,,7,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,0,False,01/10/23
2553555,applydebuffstack,Grubi,8,180755381,Rogue-Outlaw,402051,,,,,,,,7,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,0,False,01/10/23
2553555,applydebuffstack,Owsianko,13,180528313,DeathKnight-Unholy,402051,,,,,,,,7,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,0,False,01/10/23
2874383,applydebuffstack,Kryxoria,19,182687721,Priest-Holy,402051,,,,,,,,8,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,0,False,01/10/23
2886854,applydebuffstack,Owsianko,13,180528313,DeathKnight-Unholy,402051,,,,,,,,8,AXkp62hCnzFdy9PL,2685,Scalecommander Sarkareth,5,0,False,01/10/23
21350517,applydebuffstack,Prohus,514,181500240,Evoker-Augmentation,402051,,,,,,,,34,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
21361995,applydebuffstack,Pazuzell,5,140773839,DemonHunter-Vengeance,402051,,,,,,,,34,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
21361995,applydebuffstack,Pepko,526,178016999,Paladin-Retribution,402051,,,,,,,,34,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
21361995,applydebuffstack,Qquo,522,165177271,Priest-Shadow,402051,,,,,,,,34,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
21361995,applydebuffstack,Wajpcieto,565,162459010,Shaman-Enhancement,402051,,,,,,,,34,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
21672114,applydebuffstack,Prohus,514,181500240,Evoker-Augmentation,402051,,,,,,,,35,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
21684583,applydebuffstack,Nugera,515,181593749,Evoker-Augmentation,402051,,,,,,,,35,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
21684583,applydebuffstack,Killeen,523,181540927,Evoker-Devastation,402051,,,,,,,,35,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
21684583,applydebuffstack,Wajpcieto,565,162459010,Shaman-Enhancement,402051,,,,,,,,35,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
21976504,applydebuffstack,Qquo,522,165177271,Priest-Shadow,402051,,,,,,,,36,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
21976504,applydebuffstack,Cebulaczyna,513,121577266,Hunter-Marksmanship,402051,,,,,,,6,36,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
21976504,applydebuffstack,Oprychbartek,532,180532497,Rogue-Assassination,402051,,,,,,,,36,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
22231942,applydebuffstack,Owsianko,524,180528313,DeathKnight-Blood,402051,,,,,,,,37,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
22413922,applydebuffstack,Owsianko,524,180528313,DeathKnight-Blood,402051,,,,,,,,38,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
22413922,applydebuffstack,Gunqer,647,118902570,Druid-Restoration,402051,,,,,,,,38,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
22413922,applydebuffstack,Pazuzell,5,140773839,DemonHunter-Vengeance,402051,,,,,,,,38,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
22414906,applydebuffstack,Owsianko,524,180528313,DeathKnight-Blood,402051,,,,,,,,38,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
22426418,applydebuffstack,Peanutmage,512,180616658,Mage-Fire,402051,,,,,,,,38,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
22426418,applydebuffstack,Oprychbartek,532,180532497,Rogue-Assassination,402051,,,,,,,,38,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
22426418,applydebuffstack,Wajpcieto,565,162459010,Shaman-Enhancement,402051,,,,,,,,38,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
22426418,applydebuffstack,Arathil,516,150634218,Warlock-Affliction,402051,,,,,,,,38,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
22763323,applydebuffstack,Wajpcieto,565,162459010,Shaman-Enhancement,402051,,,,,,,,39,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
22951045,applydebuffstack,Kryxoria,520,182687721,Priest-Holy,402051,,,,,,,,40,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
22951045,applydebuffstack,Prohus,514,181500240,Evoker-Augmentation,402051,,,,,,,,40,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
22951045,applydebuffstack,Owsianko,524,180528313,DeathKnight-Blood,402051,,,,,,,,40,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
22952024,applydebuffstack,Prohus,514,181500240,Evoker-Augmentation,402051,,,,,,,,40,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
22962567,applydebuffstack,Owsianko,524,180528313,DeathKnight-Blood,402051,,,,,,,,40,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
22963556,applydebuffstack,Grubi,521,180755381,Rogue-Subtlety,402051,,,,,,,,40,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
22963556,applydebuffstack,Arathil,516,150634218,Warlock-Demonology,402051,,,,,,,,40,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
22963556,applydebuffstack,Qquo,522,165177271,Priest-Shadow,402051,,,,,,,,40,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
22964525,applydebuffstack,Qquo,522,165177271,Priest-Shadow,402051,,,,,,,,40,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
22964525,applydebuffstack,Grubi,521,180755381,Rogue-Subtlety,402051,,,,,,,,40,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
22964525,applydebuffstack,Arathil,516,150634218,Warlock-Demonology,402051,,,,,,,,40,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
23137099,applydebuffstack,Owsianko,524,180528313,DeathKnight-Blood,402051,,,,,,,,41,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
23474552,applydebuffstack,Kryxoria,520,182687721,Priest-Holy,402051,,,,,,,,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
23474552,applydebuffstack,Owsianko,524,180528313,DeathKnight-Blood,402051,,,,,,,,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
23487040,applydebuffstack,Pepko,526,178016999,Paladin-Retribution,402051,,,,,,,,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
23487040,applydebuffstack,Qquo,522,165177271,Priest-Shadow,402051,,,,,,,,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
23487040,applydebuffstack,Wajpcieto,565,162459010,Shaman-Enhancement,402051,,,,,,,,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
23487040,applydebuffstack,Prohus,514,181500240,Evoker-Augmentation,402051,,,,,,,,42,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
23728741,applydebuffstack,Qquo,522,165177271,Priest-Shadow,402051,,,,,,,,43,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
24197793,applydebuffstack,Arathil,516,150634218,Warlock-Affliction,402051,,,,,,,,45,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
24197793,applydebuffstack,Pepko,526,178016999,Paladin-Retribution,402051,,,,,,,,45,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
24197793,applydebuffstack,Qquo,522,165177271,Priest-Shadow,402051,,,,,,,,45,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
24197793,applydebuffstack,Cebulaczyna,513,121577266,Hunter-Marksmanship,402051,,,,,,,6,45,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
24386084,applydebuffstack,Wajpcieto,565,162459010,Shaman-Enhancement,402051,,,,,,,,46,BhGybMPz7fKTvkHA,2685,Scalecommander Sarkareth,5,0,False,06/09/23
